_id,resultId,examId,examCode,userOpenid,action,questionIndex,timestamp,description,questionType,previousValue,currentValue,answer,from,to
000000000000000000000000000008d1,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,3,1782924507551,"拖动A(4→3)，B,D,C,A → B,D,A,C",sorting,"""B,D,C,A""","""B,D,A,C""","""A""",4,3
000000000000000000000000000008d2,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,leave_question,3,1782924520328,离开第6题,,,,,,
000000000000000000000000000008d3,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,enter_question,9,1782924521804,进入第7题,sorting,,,,,
000000000000000000000000000008d4,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,9,1782924537371,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
000000000000000000000000000008d5,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,9,1782924539690,"拖动C(4→2)，D,A,B,C → D,C,A,B",sorting,"""D,A,B,C""","""D,C,A,B""","""C""",4,2
000000000000000000000000000008d6,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,9,1782924543010,"拖动B(4→3)，D,C,A,B → D,C,B,A",sorting,"""D,C,A,B""","""D,C,B,A""","""B""",4,3
000000000000000000000000000008d7,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,leave_question,9,1782924550551,离开第7题,,,,,,
000000000000000000000000000008d8,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,enter_question,10,1782924553375,进入第8题,sorting,,,,,
000000000000000000000000000008d9,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,10,1782924580643,"拖动A(1→2)，A,B,C,D → B,A,C,D",sorting,"""A,B,C,D""","""B,A,C,D""","""A""",1,2
000000000000000000000000000008da,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,10,1782924583877,"拖动D(4→3)，B,A,C,D → B,A,D,C",sorting,"""B,A,C,D""","""B,A,D,C""","""D""",4,3
000000000000000000000000000008db,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,10,1782924589572,"拖动D(3→4)，B,A,D,C → B,A,C,D",sorting,"""B,A,D,C""","""B,A,C,D""","""D""",3,4
000000000000000000000000000008dc,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,10,1782924591414,"拖动D(4→3)，B,A,C,D → B,A,D,C",sorting,"""B,A,C,D""","""B,A,D,C""","""D""",4,3
000000000000000000000000000008dd,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,leave_question,10,1782924600085,离开第8题,,,,,,
000000000000000000000000000008de,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,enter_question,7,1782924601868,进入第9题,sorting,,,,,
000000000000000000000000000008df,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,7,1782924638307,"拖动A(1→4)，A,B,C,D → B,C,D,A",sorting,"""A,B,C,D""","""B,C,D,A""","""A""",1,4
000000000000000000000000000008e0,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,7,1782924643884,"拖动D(3→2)，B,C,D,A → B,D,C,A",sorting,"""B,C,D,A""","""B,D,C,A""","""D""",3,2
000000000000000000000000000008e1,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,7,1782924649984,"拖动A(4→1)，B,D,C,A → A,B,D,C",sorting,"""B,D,C,A""","""A,B,D,C""","""A""",4,1
000000000000000000000000000008e2,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,7,1782924657300,"拖动C(4→3)，A,B,D,C → A,B,C,D",sorting,"""A,B,D,C""","""A,B,C,D""","""C""",4,3
000000000000000000000000000008e3,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,7,1782924659318,"拖动D(4→2)，A,B,C,D → A,D,B,C",sorting,"""A,B,C,D""","""A,D,B,C""","""D""",4,2
000000000000000000000000000008e4,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,7,1782924662742,"拖动C(4→3)，A,D,B,C → A,D,C,B",sorting,"""A,D,B,C""","""A,D,C,B""","""C""",4,3
000000000000000000000000000008e5,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,leave_question,7,1782924675181,离开第9题,,,,,,
000000000000000000000000000008e6,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,enter_question,8,1782924676195,进入第10题,sorting,,,,,
000000000000000000000000000008e7,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,8,1782924718246,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
000000000000000000000000000008e8,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,8,1782924725991,"拖动B(1→4)，B,C,A,D → C,A,D,B",sorting,"""B,C,A,D""","""C,A,D,B""","""B""",1,4
000000000000000000000000000008e9,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,8,1782924734738,"拖动C(1→2)，C,A,D,B → A,C,D,B",sorting,"""C,A,D,B""","""A,C,D,B""","""C""",1,2
000000000000000000000000000008ea,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,8,1782924741550,"拖动D(3→1)，A,C,D,B → D,A,C,B",sorting,"""A,C,D,B""","""D,A,C,B""","""D""",3,1
000000000000000000000000000008eb,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,change_sorting_option,8,1782924743740,"拖动C(3→2)，D,A,C,B → D,C,A,B",sorting,"""D,A,C,B""","""D,C,A,B""","""C""",3,2
000000000000000000000000000008ec,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,leave_question,8,1782924754519,离开第10题,,,,,,
000000000000000000000000000008ed,00000000000000000000000000000023,00000000000000000000000000000023,QT-SIM-035-8147,sim_openid_035_385846,submit_exam,-1,1782924754752,提交试卷,,,,,,
000000000000000000000000000008ee,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,start_exam,-1,1782925053550,开始答题,,,,,,
000000000000000000000000000008ef,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_exam,-1,1782925053617,进入试卷页面,,,,,,
000000000000000000000000000008f0,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,1,1782925054889,进入第1题,sorting,,,,,
000000000000000000000000000008f1,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,1,1782925082593,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
000000000000000000000000000008f2,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,1,1782925089516,"拖动B(1→2)，B,C,A,D → C,B,A,D",sorting,"""B,C,A,D""","""C,B,A,D""","""B""",1,2
000000000000000000000000000008f3,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,1,1782925093317,"拖动D(4→2)，C,B,A,D → C,D,B,A",sorting,"""C,B,A,D""","""C,D,B,A""","""D""",4,2
000000000000000000000000000008f4,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,1,1782925098714,"拖动A(4→3)，C,D,B,A → C,D,A,B",sorting,"""C,D,B,A""","""C,D,A,B""","""A""",4,3
000000000000000000000000000008f5,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,1,1782925102870,"拖动B(4→2)，C,D,A,B → C,B,D,A",sorting,"""C,D,A,B""","""C,B,D,A""","""B""",4,2
000000000000000000000000000008f6,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,1,1782925110742,"拖动D(3→4)，C,B,D,A → C,B,A,D",sorting,"""C,B,D,A""","""C,B,A,D""","""D""",3,4
000000000000000000000000000008f7,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,1,1782925115763,离开第1题,,,,,,
000000000000000000000000000008f8,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,4,1782925117080,进入第2题,sorting,,,,,
000000000000000000000000000008f9,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,4,1782925142182,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
000000000000000000000000000008fa,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,4,1782925149915,"拖动C(4→3)，D,A,B,C → D,A,C,B",sorting,"""D,A,B,C""","""D,A,C,B""","""C""",4,3
000000000000000000000000000008fb,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,4,1782925154834,"拖动A(2→1)，D,A,C,B → A,D,C,B",sorting,"""D,A,C,B""","""A,D,C,B""","""A""",2,1
000000000000000000000000000008fc,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,4,1782925162415,"拖动B(4→3)，A,D,C,B → A,D,B,C",sorting,"""A,D,C,B""","""A,D,B,C""","""B""",4,3
000000000000000000000000000008fd,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,4,1782925167618,"拖动A(1→2)，A,D,B,C → D,A,B,C",sorting,"""A,D,B,C""","""D,A,B,C""","""A""",1,2
000000000000000000000000000008fe,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,4,1782925172189,"拖动C(4→3)，D,A,B,C → D,A,C,B",sorting,"""D,A,B,C""","""D,A,C,B""","""C""",4,3
000000000000000000000000000008ff,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,4,1782925182225,离开第2题,,,,,,
00000000000000000000000000000900,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,6,1782925184198,进入第3题,sorting,,,,,
00000000000000000000000000000901,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,6,1782925203885,"拖动D(4→2)，A,B,C,D → A,D,B,C",sorting,"""A,B,C,D""","""A,D,B,C""","""D""",4,2
00000000000000000000000000000902,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,6,1782925210580,"拖动B(3→1)，A,D,B,C → B,A,D,C",sorting,"""A,D,B,C""","""B,A,D,C""","""B""",3,1
00000000000000000000000000000903,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,6,1782925216264,"拖动A(2→3)，B,A,D,C → B,D,A,C",sorting,"""B,A,D,C""","""B,D,A,C""","""A""",2,3
00000000000000000000000000000904,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,6,1782925219428,"拖动B(1→4)，B,D,A,C → D,A,C,B",sorting,"""B,D,A,C""","""D,A,C,B""","""B""",1,4
00000000000000000000000000000905,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,6,1782925224656,"拖动A(2→3)，D,A,C,B → D,C,A,B",sorting,"""D,A,C,B""","""D,C,A,B""","""A""",2,3
00000000000000000000000000000906,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,6,1782925231968,"拖动C(2→1)，D,C,A,B → C,D,A,B",sorting,"""D,C,A,B""","""C,D,A,B""","""C""",2,1
00000000000000000000000000000907,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,6,1782925239437,离开第3题,,,,,,
00000000000000000000000000000908,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,2,1782925241740,进入第4题,sorting,,,,,
00000000000000000000000000000909,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,2,1782925264741,"拖动D(4→3)，A,B,C,D → A,B,D,C",sorting,"""A,B,C,D""","""A,B,D,C""","""D""",4,3
0000000000000000000000000000090a,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,2,1782925267133,"拖动C(4→1)，A,B,D,C → C,A,B,D",sorting,"""A,B,D,C""","""C,A,B,D""","""C""",4,1
0000000000000000000000000000090b,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,2,1782925272073,"拖动B(3→4)，C,A,B,D → C,A,D,B",sorting,"""C,A,B,D""","""C,A,D,B""","""B""",3,4
0000000000000000000000000000090c,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,2,1782925279053,"拖动A(2→4)，C,A,D,B → C,D,B,A",sorting,"""C,A,D,B""","""C,D,B,A""","""A""",2,4
0000000000000000000000000000090d,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,2,1782925287029,"拖动B(3→4)，C,D,B,A → C,D,A,B",sorting,"""C,D,B,A""","""C,D,A,B""","""B""",3,4
0000000000000000000000000000090e,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,2,1782925291763,"拖动A(3→2)，C,D,A,B → C,A,D,B",sorting,"""C,D,A,B""","""C,A,D,B""","""A""",3,2
0000000000000000000000000000090f,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,2,1782925296084,"拖动C(1→3)，C,A,D,B → A,D,C,B",sorting,"""C,A,D,B""","""A,D,C,B""","""C""",1,3
00000000000000000000000000000910,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,2,1782925303504,"拖动A(1→2)，A,D,C,B → D,A,C,B",sorting,"""A,D,C,B""","""D,A,C,B""","""A""",1,2
00000000000000000000000000000911,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,2,1782925310686,离开第4题,,,,,,
00000000000000000000000000000912,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,5,1782925312262,进入第5题,sorting,,,,,
00000000000000000000000000000913,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,5,1782925327369,"拖动D(4→2)，A,B,C,D → A,D,B,C",sorting,"""A,B,C,D""","""A,D,B,C""","""D""",4,2
00000000000000000000000000000914,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,5,1782925328821,"拖动A(1→4)，A,D,B,C → D,B,C,A",sorting,"""A,D,B,C""","""D,B,C,A""","""A""",1,4
00000000000000000000000000000915,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,5,1782925333585,"拖动B(2→1)，D,B,C,A → B,D,C,A",sorting,"""D,B,C,A""","""B,D,C,A""","""B""",2,1
00000000000000000000000000000916,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,5,1782925339827,"拖动A(4→3)，B,D,C,A → B,D,A,C",sorting,"""B,D,C,A""","""B,D,A,C""","""A""",4,3
00000000000000000000000000000917,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,5,1782925343355,"拖动C(4→3)，B,D,A,C → B,D,C,A",sorting,"""B,D,A,C""","""B,D,C,A""","""C""",4,3
00000000000000000000000000000918,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,5,1782925346978,离开第5题,,,,,,
00000000000000000000000000000919,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,3,1782925349649,进入第6题,sorting,,,,,
0000000000000000000000000000091a,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,3,1782925363636,"拖动A(1→2)，A,B,C,D → B,A,C,D",sorting,"""A,B,C,D""","""B,A,C,D""","""A""",1,2
0000000000000000000000000000091b,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,3,1782925366287,"拖动D(4→3)，B,A,C,D → B,A,D,C",sorting,"""B,A,C,D""","""B,A,D,C""","""D""",4,3
0000000000000000000000000000091c,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,3,1782925368439,"拖动B(1→4)，B,A,D,C → A,D,C,B",sorting,"""B,A,D,C""","""A,D,C,B""","""B""",1,4
0000000000000000000000000000091d,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,3,1782925370445,"拖动C(3→1)，A,D,C,B → C,A,D,B",sorting,"""A,D,C,B""","""C,A,D,B""","""C""",3,1
0000000000000000000000000000091e,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,3,1782925374525,"拖动A(2→1)，C,A,D,B → A,C,D,B",sorting,"""C,A,D,B""","""A,C,D,B""","""A""",2,1
0000000000000000000000000000091f,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,3,1782925376384,"拖动C(2→1)，A,C,D,B → C,A,D,B",sorting,"""A,C,D,B""","""C,A,D,B""","""C""",2,1
00000000000000000000000000000920,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,3,1782925383065,离开第6题,,,,,,
00000000000000000000000000000921,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,9,1782925384644,进入第7题,sorting,,,,,
00000000000000000000000000000922,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,9,1782925397140,"拖动B(2→3)，A,B,C,D → A,C,B,D",sorting,"""A,B,C,D""","""A,C,B,D""","""B""",2,3
00000000000000000000000000000923,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,9,1782925399119,"拖动A(1→2)，A,C,B,D → C,A,B,D",sorting,"""A,C,B,D""","""C,A,B,D""","""A""",1,2
00000000000000000000000000000924,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,9,1782925405159,"拖动A(2→1)，C,A,B,D → A,C,B,D",sorting,"""C,A,B,D""","""A,C,B,D""","""A""",2,1
00000000000000000000000000000925,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,9,1782925407275,"拖动D(4→2)，A,C,B,D → A,D,C,B",sorting,"""A,C,B,D""","""A,D,C,B""","""D""",4,2
00000000000000000000000000000926,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,9,1782925414701,"拖动C(3→4)，A,D,C,B → A,D,B,C",sorting,"""A,D,C,B""","""A,D,B,C""","""C""",3,4
00000000000000000000000000000927,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,9,1782925425671,离开第7题,,,,,,
00000000000000000000000000000928,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,10,1782925428920,进入第8题,sorting,,,,,
00000000000000000000000000000929,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,10,1782925451717,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
0000000000000000000000000000092a,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,10,1782925459219,"拖动C(4→3)，D,A,B,C → D,A,C,B",sorting,"""D,A,B,C""","""D,A,C,B""","""C""",4,3
0000000000000000000000000000092b,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,10,1782925462318,"拖动D(1→4)，D,A,C,B → A,C,B,D",sorting,"""D,A,C,B""","""A,C,B,D""","""D""",1,4
0000000000000000000000000000092c,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,10,1782925469221,"拖动A(1→2)，A,C,B,D → C,A,B,D",sorting,"""A,C,B,D""","""C,A,B,D""","""A""",1,2
0000000000000000000000000000092d,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,10,1782925471245,"拖动C(1→3)，C,A,B,D → A,B,C,D",sorting,"""C,A,B,D""","""A,B,C,D""","""C""",1,3
0000000000000000000000000000092e,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,10,1782925479001,"拖动A(1→2)，A,B,C,D → B,A,C,D",sorting,"""A,B,C,D""","""B,A,C,D""","""A""",1,2
0000000000000000000000000000092f,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,10,1782925486646,离开第8题,,,,,,
00000000000000000000000000000930,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,7,1782925490112,进入第9题,sorting,,,,,
00000000000000000000000000000931,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,7,1782925519586,"拖动D(4→1)，A,B,C,D → D,A,B,C",sorting,"""A,B,C,D""","""D,A,B,C""","""D""",4,1
00000000000000000000000000000932,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,7,1782925526638,"拖动A(2→4)，D,A,B,C → D,B,C,A",sorting,"""D,A,B,C""","""D,B,C,A""","""A""",2,4
00000000000000000000000000000933,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,7,1782925534156,"拖动D(1→4)，D,B,C,A → B,C,A,D",sorting,"""D,B,C,A""","""B,C,A,D""","""D""",1,4
00000000000000000000000000000934,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,7,1782925536989,"拖动D(4→2)，B,C,A,D → B,D,C,A",sorting,"""B,C,A,D""","""B,D,C,A""","""D""",4,2
00000000000000000000000000000935,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,7,1782925541994,"拖动D(2→4)，B,D,C,A → B,C,A,D",sorting,"""B,D,C,A""","""B,C,A,D""","""D""",2,4
00000000000000000000000000000936,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,7,1782925549214,"拖动A(3→2)，B,C,A,D → B,A,C,D",sorting,"""B,C,A,D""","""B,A,C,D""","""A""",3,2
00000000000000000000000000000937,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,7,1782925556223,离开第9题,,,,,,
00000000000000000000000000000938,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,enter_question,8,1782925557773,进入第10题,sorting,,,,,
00000000000000000000000000000939,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,8,1782925568658,"拖动C(3→2)，A,B,C,D → A,C,B,D",sorting,"""A,B,C,D""","""A,C,B,D""","""C""",3,2
0000000000000000000000000000093a,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,8,1782925571150,"拖动D(4→2)，A,C,B,D → A,D,C,B",sorting,"""A,C,B,D""","""A,D,C,B""","""D""",4,2
0000000000000000000000000000093b,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,change_sorting_option,8,1782925578293,"拖动D(2→4)，A,D,C,B → A,C,B,D",sorting,"""A,D,C,B""","""A,C,B,D""","""D""",2,4
0000000000000000000000000000093c,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,leave_question,8,1782925585849,离开第10题,,,,,,
0000000000000000000000000000093d,00000000000000000000000000000024,00000000000000000000000000000024,QT-SIM-036-4848,sim_openid_036_874418,submit_exam,-1,1782925586113,提交试卷,,,,,,
0000000000000000000000000000093e,00000000000000000000000000000025,00000000000000000000000000000025,QT-SIM-037-6364,sim_openid_037_400000,start_exam,-1,1782925951066,开始答题,,,,,,
0000000000000000000000000000093f,00000000000000000000000000000025,00000000000000000000000000000025,QT-SIM-037-6364,sim_openid_037_400000,enter_exam,-1,1782925951165,进入试卷页面,,,,,,
00000000000000000000000000000940,00000000000000000000000000000025,00000000000000000000000000000025,QT-SIM-037-6364,sim_openid_037_400000,enter_question,1,1782925954082,进入第1题,sorting,,,,,
00000000000000000000000000000941,00000000000000000000000000000025,00000000000000000000000000000025,QT-SIM-037-6364,sim_openid_037_400000,change_sorting_option,1,1782925977305,"拖动A(1→3)，A,B,C,D → B,C,A,D",sorting,"""A,B,C,D""","""B,C,A,D""","""A""",1,3
00000000000000000000000000000942,00000000000000000000000000000025,00000000000000000000000000000025,QT-SIM-037-6364,sim_openid_037_400000,change_sorting_option,1,1782925982565,"拖动C(2→3)，B,C,A,D → B,A,C,D",sorting,"""B,C,A,D""","""B,A,C,D""","""C""",2,3
00000000000000000000000000000943,00000000000000000000000000000025,00000000000000000000000000000025,QT-SIM-037-6364,sim_openid_037_400000,change_sorting_option,1,1782925988386,"拖动B(1→2)，B,A,C,D → A,B,C,D",sorting,"""B,A,C,D""","""A,B,C,D""","""B""",1,2
00000000000000000000000000000944,00000000000000000000000000000025,00000000000000000000000000000025,QT-SIM-037-6364,sim_openid_037_400000,leave_question,1,1782925994408,离开第1题,,,,,,
